ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
NFLX,NFLX.111725,110.64,115.423,-4.143888133214352,7441164.833333333,451048.0,827584029.2688333,140.53658623292563,126.36250414318462,,2025-11-17 13:42:12.841534+00:00,6.061524104122677,100.0,100.0,94.23706207171563,0.0,0.0,56.85,1,2025-11-17 13:42:12.841534+00:00,sp500
PYPL,PYPL.111725,62.89,65.33,-3.734884432879225,12041888.777777778,2280798.0,756351034.1322223,2.076788325014293,3.3064612721131867,,2025-11-17 13:42:12.841534+00:00,18.940533682797398,3.3064612721131867,100.0,100.0,100.0,0.0,43.4,2,2025-11-17 13:42:12.841534+00:00,sp500
GOOGL,GOOGL.111725,286.23,278.57,2.7497576910650916,25312314.166666668,1729722.0,6996576758.808334,8.429877454818019,3.049772965818175,,2025-11-17 13:42:12.841534+00:00,6.833519798351112,3.049772965818175,100.0,100.0,100.0,0.0,38.5,3,2025-11-17 13:42:12.841534+00:00,sp500
GOOG,GOOG.111725,286.87,279.12,2.7765835482946404,16378807.222222222,1069584.0,4536602024.411111,8.317467045957736,3.00291250124837,,2025-11-17 13:42:12.841534+00:00,6.530292380197405,3.00291250124837,100.0,100.0,100.0,0.0,38.36,4,2025-11-17 13:42:12.841534+00:00,sp500
NVDA,NVDA.111725,187.05,186.86,0.10168040244032843,145567943.2777778,4008088.0,27682655773.135002,8.682202503444097,4.565495348080191,,2025-11-17 13:42:12.841534+00:00,2.7534139108853295,4.565495348080191,100.0,100.0,100.0,0.0,37.24,5,2025-11-17 13:42:12.841534+00:00,sp500
AAPL,AAPL.111725,269.199,272.95,-1.374244367100193,37925770.44444445,1135424.0,10331359126.771112,5.513022391883341,2.0237958929126467,,2025-11-17 13:42:12.841534+00:00,2.9938060234352406,2.0237958929126467,100.0,100.0,100.0,0.0,36.7,6,2025-11-17 13:42:12.841534+00:00,sp500
INTC,INTC.111725,35.31,35.91,-1.6708437761069184,57570225.666666664,468391.0,2044894415.68,1.5043033461654978,4.235088249339801,,2025-11-17 13:42:12.841534+00:00,0.8135993815831086,4.235088249339801,100.0,94.51015781399043,100.0,0.0,35.84,7,2025-11-17 13:42:12.841534+00:00,sp500
HPE,HPE.111725,22.03,22.93,-3.9249890972525012,23121082.0,328712.0,527854302.05999994,0.8466237204920178,3.7083824813491804,,2025-11-17 13:42:12.841534+00:00,1.421698171391806,3.7083824813491804,100.0,91.94694799960715,100.0,0.0,35.69,8,2025-11-17 13:42:12.841534+00:00,sp500
AMZN,AMZN.111725,235.32,237.58,-0.9512585234447426,42930632.38888889,414231.0,10075390115.348333,6.771717364685392,2.88538811397392,,2025-11-17 13:42:12.841534+00:00,0.9648844588350611,2.88538811397392,100.0,93.62072742846847,100.0,0.0,35.47,9,2025-11-17 13:42:12.841534+00:00,sp500
PFE,PFE.111725,25.0475,25.79,-2.8790228770841404,89770749.66666667,522082.0,2249654986.6466665,0.7136580331045939,2.8477974186137027,,2025-11-17 13:42:12.841534+00:00,0.5815725076804805,2.8477974186137027,100.0,95.2956591999911,100.0,0.0,35.47,10,2025-11-17 13:42:12.841534+00:00,sp500
TSLA,TSLA.111725,398.01,401.99,-0.990074379959705,61920151.11111111,1353925.0,25037413101.77778,21.679114650650522,5.361472647619765,,2025-11-17 13:42:12.841534+00:00,2.18656604627867,5.361472647619765,100.0,100.0,0.0,0.0,32.21,11,2025-11-17 13:42:12.841534+00:00,sp500
PLTR,PLTR.111725,170.9551,172.14,-0.6883350761008475,50632703.05555555,698838.0,8810596658.697222,11.204158958669575,6.43880176924865,,2025-11-17 13:42:12.841534+00:00,1.3802107290879104,6.43880176924865,100.0,97.40628555986987,0.0,0.0,31.9,12,2025-11-17 13:42:12.841534+00:00,sp500
MU,MU.111725,248.28,236.95,4.781599493564048,18151470.277777776,397113.0,4480327408.663889,15.562010079222333,6.304748239364069,,2025-11-17 13:42:12.841534+00:00,2.1877731881927596,6.304748239364069,100.0,93.31525330179794,0.0,0.0,31.78,13,2025-11-17 13:42:12.841534+00:00,sp500
SMCI,SMCI.111725,35.82,35.09,2.080364776289532,22131787.388888888,338335.0,806039696.7033334,2.59169547758624,7.116132557897418,,2025-11-17 13:42:12.841534+00:00,1.5287287648979437,7.116132557897418,100.0,92.15580350877957,0.0,0.0,31.61,14,2025-11-17 13:42:12.841534+00:00,sp500
AMD,AMD.111725,244.9539,247.96,-1.2123326342958556,40657881.05555555,390335.0,10034771623.321667,14.752719306476534,5.977358821148468,,2025-11-17 13:42:12.841534+00:00,0.9600475722447028,5.977358821148468,100.0,93.19064345569313,0.0,0.0,31.2,15,2025-11-17 13:42:12.841534+00:00,sp500
