ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
NVDA,NVDA.100725,186.39,187.62,-0.6555804285257533,126886147.31578948,1157647.0,23542455772.971577,4.861208068013877,2.6200323746975727,,2025-10-07 12:02:10.335593+00:00,0.912350973285438,2.6200323746975727,100.0,100.0,100.0,0.0,36.02,1,2025-10-07 12:02:10.335593+00:00,sp500
AMD,AMD.100725,211.92,164.67,28.69375113864092,41472080.2631579,2388070.0,8448277470.407895,13.659676817195477,6.705452269007646,,2025-10-07 12:02:10.335593+00:00,5.758259496139777,6.705452269007646,100.0,100.0,0.0,0.0,33.98,2,2025-10-07 12:02:10.335593+00:00,sp500
TSLA,TSLA.100725,450.3156,429.83,4.765977246818517,66479943.684210524,1226646.0,30132034474.86842,23.098699039604593,5.096238067204544,,2025-10-07 12:02:10.335593+00:00,1.8451369420930144,5.096238067204544,100.0,100.0,0.0,0.0,32.01,3,2025-10-07 12:02:10.335593+00:00,sp500
INTC,INTC.100725,36.75,36.83,-0.21721422753189873,134835540.68421054,624387.0,4933632433.635264,1.925747195789691,5.263042349794181,,2025-10-07 12:02:10.335593+00:00,0.46307301237611803,5.263042349794181,100.0,96.59090913072525,0.0,0.0,31.16,4,2025-10-07 12:02:10.335593+00:00,sp500
