rank,ticker,current_price,gap_percent,current_overnight_volume,relative_overnight_volume,relative_volume,short_interest,days_to_cover,ranking_score,atr,prior_close
1,NVDA,178.4101,4.480030452096515,56268124.0,0.37380757834268574,0.29743407118595283,0.0,0.0,157.5976391264786,4.845141156786681,170.76
2,ORCL,338.86,40.30888990103931,46262514.0,1.0965865041335343,0.6754645647125883,0.0,0.0,317.1318463780892,8.675241910609584,241.51
3,AMD,160.235,2.8333975099473885,12182997.0,0.29180240543634506,0.2415012999504965,0.0,0.0,63.64351402679495,5.861039225443848,155.82
4,AAPL,229.605,-2.0247493065927054,11057677.0,0.18448204119642017,0.16040444628350334,5.1,1.7,143.7089321023309,3.761212067616505,234.35
5,AVGO,358.515,6.488549618320602,9430972.0,0.38648530912974366,0.2926686457262058,0.0,0.0,79.49166414839644,17.457441134141416,336.67
6,AMZN,231.62,-2.778710543989256,8351662.0,0.34632510021835705,0.2657766649273163,0.0,0.0,62.434261533274345,4.521630316710925,238.24
7,MU,140.44,3.8450162673765074,5556390.0,0.28169191880785155,0.22750766914403053,0.0,0.0,52.15127629977786,4.860947064801117,135.24
8,SNPS,393.1756,-34.944553832916924,4857300.0,2.2533119134247253,0.7710951017292133,0.0,0.0,294.5876048975776,15.261792617458308,604.37
9,ANET,147.26,3.7699950672961697,2815001.0,0.4772360194902104,0.341669748571208,0.0,0.0,71.35882899755158,4.222217142135483,141.91
10,PANW,202.574,2.5431536319919013,1019789.0,0.2657038727317352,0.22399948161945596,0.0,0.0,39.49072258454605,3.8777574311374803,197.55
11,VST,204.795,5.68428114356486,982762.0,0.22547477030647675,0.19250155135453623,0.0,0.0,41.54570819460291,8.417106905422505,193.78
12,CDNS,329.865,-8.81913923210879,902283.0,0.8974109559203086,0.4934247979206098,0.0,0.0,120.63272832582219,8.064339842054192,361.77
13,HUM,259.655,-4.895245769540697,867832.0,0.18758033959046397,0.15913942450425717,0.0,0.0,33.05406168836477,12.669916018248644,273.02
14,GEV,633.9201,4.6590886577513615,585354.0,0.36326141797273775,0.2730254473743373,0.0,0.0,55.280375654932264,26.487018002215716,605.7
15,CEG,316.145,5.094408616448371,518157.0,0.2849668867616342,0.22409657625365237,0.0,0.0,46.14074158078962,11.64600825270569,300.82
16,TPR,103.07,-2.006084806997541,451453.0,0.17783850346417412,0.15238842672526554,0.0,0.0,23.41722967126305,2.582793723279731,105.18
17,ETN,360.3,3.4660999913850024,413879.0,0.32506326449507,0.2475342507537349,0.0,0.0,46.686197453454156,7.595430208712862,348.23
18,CRWD,432.27,2.068428136289578,327421.0,0.181297238633658,0.15564009419567182,0.0,0.0,23.9558431186552,13.686958961217234,423.51
19,BX,177.94,2.7545186810648556,310703.0,0.12123145307389195,0.10873371416012853,0.0,0.0,16.656062514263734,4.128524918764469,173.17
20,JCI,108.635,2.2062282434848046,269304.0,0.10005751456812802,0.09099294705323059,0.0,0.0,11.793436419922818,2.7453372142316192,106.29
21,NRG,157.57,3.487455667936426,249585.0,0.15880343076746878,0.1377358855001642,0.0,0.0,24.08304057225876,5.1237019816739195,152.26
22,QRVO,89.085,-3.284116816849425,174766.0,0.09864834506092213,0.09019384611732333,0.0,0.0,14.267717344881804,2.3582627389667707,92.11
23,DLR,170.975,4.265764117575317,171717.0,0.10769791373981455,0.09770037119051792,0.0,0.0,18.249888575762945,3.402257452408586,163.98
24,RMD,270.74,-3.02661270102797,82257.0,0.18904787732813622,0.15899097162760042,0.0,0.0,26.824762682034375,4.632925767150005,279.19
25,PODD,337.16,-4.438523893203325,75439.0,0.16323594007967163,0.14035815619331132,0.0,0.0,26.81142381921525,5.623607276340653,352.82
26,PWR,381.735,2.213029158968588,73065.0,0.18114405991773955,0.15376116670349443,0.0,0.0,23.61967275985136,10.094490900008276,373.47
27,EQIX,798.2,2.3937193729635533,53592.0,0.22200221206861556,0.18215931802422808,0.0,0.0,29.74514966703116,12.606707019460941,779.54
28,STLD,133.38,2.371632512088421,38713.0,0.034079395051784166,0.03295626546168397,0.0,0.0,0.9796989413418163,3.743814142210768,130.29
29,HUBB,448.435,2.560378739365107,24463.0,0.0947987227380528,0.08662290020112745,0.0,0.0,11.45372134925203,10.882598208520724,437.24
