rank,ticker,current_price,gap_percent,current_overnight_volume,relative_overnight_volume,relative_volume,short_interest,days_to_cover,ranking_score,atr,prior_close
39,JBL,212.675,1.6513717617818624,169014.0,0.24337926436430715,0.22038223370838675,0.0,0.0,37.81575695026248,5.364801622165791,209.22
40,EMR,133.8195,1.3400227186671667,164657.0,0.11616653332599607,0.11459908728300004,0.0,0.0,17.117283544115665,2.682270903250103,132.05
41,STZ,144.4,-1.0823400465817126,162051.0,0.05423865530467845,0.05161376010212486,0.0,0.0,5.229368632465301,4.370565266983804,145.98
42,KKR,139.43,1.4848242230147906,147312.0,0.08734190949553929,0.0806146572104019,0.0,0.0,11.603104345179412,3.772807406755037,137.39
43,ISRG,459.23,-1.7773880309706125,146959.0,0.11730593621885337,0.10528906328921661,0.0,0.0,17.001490191325903,12.13633018105607,467.54
44,FSLR,205.78,1.339505564857677,146929.0,0.08902230510750245,0.08341660099875779,0.0,0.0,11.683813230490038,9.63948265685219,203.06
45,EA,167.96,1.156347867983628,143121.0,0.09030371288768586,0.0828928186894431,0.0,0.0,11.198208436127047,2.6322155147018855,166.04
46,DXCM,77.12,-1.632653061224491,134119.0,0.06371618437355103,0.06036857875768172,0.0,0.0,8.179889257669169,2.2822079224921468,78.4
47,IRM,98.27,1.6551153408503094,122208.0,0.08631855678040146,0.07952806890246085,0.0,0.0,11.8001997895464,2.341988914216853,96.67
48,NOW,943.15,1.0153480351730289,116589.0,0.11735804728385107,0.11136444827368819,0.0,0.0,15.825274518898732,22.936896419687233,933.67
49,EL,87.59,-1.2514092446448697,113685.0,0.07540598246662497,0.07022048559209178,0.0,0.0,9.019432533118856,2.6914627980209467,88.7
50,FANG,138.05,1.2913640032284242,104507.0,0.05544761532862051,0.052719115225673144,0.0,0.0,5.8615744210297125,4.056453818381784,136.29
51,BLDR,141.9194,1.0462086151655448,101685.0,0.0529857193624935,0.05045680815843691,0.0,0.0,4.818715537730609,5.493855161531146,140.45
52,CE,45.31,1.4100268576544372,96323.0,0.06616913133050631,0.06229990207733174,0.0,0.0,7.915290101957256,2.2919112865145483,44.68
53,NUE,143.51,1.7657069919160262,94937.0,0.06722883665794001,0.06337816141447115,0.0,0.0,9.010199717219866,3.9992674246460744,141.02
54,SYK,387.23,-1.4079845198085277,92632.0,0.1101594738907586,0.09922851309342469,0.0,0.0,14.831172153248946,6.137246281745402,392.76
55,VRTX,391.46,-1.2661420500403648,87094.0,0.11412210989759751,0.10245376617051787,0.0,0.0,15.070807067907706,7.049301567946953,396.48
56,EOG,118.7801,1.2531753473702174,83438.0,0.044254776570077134,0.04243584755481979,0.0,0.0,3.845299525707778,2.8263427284082496,117.31
57,RMD,270.74,-3.02661270102797,82257.0,0.18904787732813622,0.15899097162760042,0.0,0.0,30.488846836120892,4.632925767150005,279.19
58,ELV,309.345,-1.8232885842140178,81394.0,0.0547576760582331,0.052359503435782835,0.0,0.0,7.095011562307601,9.51947892235346,315.09
59,PODD,337.16,-4.438523893203325,75439.0,0.16323594007967163,0.14035815619331132,0.0,0.0,30.41218069909046,5.623607276340653,352.82
60,PWR,381.735,2.213029158968588,73065.0,0.18114405991773955,0.15376116670349443,0.0,0.0,27.345736903596592,10.094490900008276,373.47
61,BDX,188.235,-1.1837891752847896,67835.0,0.06704958120575577,0.06284719520013637,0.0,0.0,7.401825958746189,3.1111614863972776,190.49
62,TT,416.195,1.657262890500957,67741.0,0.07473557742696729,0.0696142498491919,0.0,0.0,9.859251642950111,9.418597655024517,409.41
63,TEL,210.86,1.0591900311526519,67696.0,0.09764188839319841,0.08917377003399869,0.0,0.0,11.988716439822353,3.1324448124083535,208.65
64,IT,242.74,-1.4373883384765276,64515.0,0.08096518177163338,0.07517837603521026,0.0,0.0,10.319860091838402,6.675835705523581,246.28
65,URI,955.06,1.029270201940053,63611.0,0.18271252455852108,0.15448599787739917,0.0,0.0,24.483960622763853,22.588479625611534,945.33
66,ALGN,137.77,1.3536379018612545,61268.0,0.0411394529959524,0.03968371172375556,0.0,0.0,3.5526044371941534,4.299283666478237,135.93
67,EPAM,162.86,-1.3089322506362844,57403.0,0.10944724403743891,0.09897324930817177,0.0,0.0,14.450266500543744,5.56571786633924,165.02
68,BG,82.635,-1.8003565062388598,56471.0,0.04230880460076689,0.04059142973177929,0.0,0.0,4.855191673378609,2.2571264983483297,84.15
69,EQIX,798.2,2.3937193729635533,53592.0,0.22200221206861556,0.18215931802422808,0.0,0.0,33.413959972286335,12.606707019460941,779.54
70,HSY,184.4,-1.7528904043902136,49653.0,0.06534063244331566,0.06145888259277688,0.0,0.0,8.554927229771735,3.5945227543313054,187.69
71,TRGP,164.46,1.9717261904761947,45542.0,0.05011008550469335,0.04784873990193225,0.0,0.0,6.5954464539216735,4.498211144475108,161.28
72,MOH,179.63,-1.0521097278836602,44979.0,0.041781930260339356,0.040542404169344466,0.0,0.0,2.9002876674826896,6.00609435768771,181.54
73,SJM,109.59,-1.1366711772665683,44477.0,0.05554535656704544,0.0526720305442591,0.0,0.0,5.359274956432651,2.5055119112641773,110.85
74,JKHY,160.975,-1.0906298003072232,40590.0,0.07560700747874194,0.07040213686702686,0.0,0.0,8.513736375627348,2.4404786347157708,162.75
75,STLD,133.38,2.371632512088421,38713.0,0.034079395051784166,0.03295626546168397,0.0,0.0,4.884050420379128,3.743814142210768,130.29
76,GNRC,184.32,1.386138613861376,37034.0,0.05515780756874619,0.052463893355244054,0.0,0.0,5.935614409164257,4.78931879940142,181.8
77,AXON,743.21,1.5341949233585641,29620.0,0.1383989271980525,0.1219597557510901,0.0,0.0,19.356806391896185,25.915744586965204,731.98
78,DOV,176.635,1.119189374856872,28028.0,0.056299099511691486,0.053298445050002946,0.0,0.0,5.403401815668627,3.429619083406485,174.68
79,HUBB,448.435,2.560378739365107,24463.0,0.0947987227380528,0.08662290020112745,0.0,0.0,15.262573141433727,10.882598208520724,437.24
80,ROK,346.905,1.1532293337221122,22823.0,0.05446522749726755,0.051675379986007366,0.0,0.0,5.180771959900972,7.234893071684247,342.95
81,CMI,399.635,1.2297988753229694,16303.0,0.043572385002098035,0.041840220300834854,0.0,0.0,3.555973347754916,7.397993136295019,394.78
82,DPZ,453.665,-1.155848966163367,14923.0,0.045622831287546434,0.04363220649205597,0.0,0.0,3.6977093661794633,9.22489580375126,458.97
83,TPL,916.305,1.7980935875216577,1421.0,0.02610404879124109,0.0254399627620531,0.0,0.0,1.9920463139226152,28.42454668294364,900.12
