ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
PYPL,PYPL.102825,77.91,69.77,11.666905546796619,9244392.684210526,9682683.0,649418586.0657895,2.18700865465204,3.113179579575858,,2025-10-28 12:50:39.586111+00:00,100.0,3.113179579575858,100.0,100.0,100.0,0.0,75.78,1,2025-10-28 12:50:39.586111+00:00,sp500
QRVO,QRVO.102825,102.27,90.71,12.74390916106273,677122.3684210526,401782.0,62383283.80263157,3.1799442981694033,3.451583955464456,,2025-10-28 12:50:39.586111+00:00,59.336689900954696,3.451583955464456,100.0,93.3998592865792,100.0,0.0,58.94,2,2025-10-28 12:50:39.586111+00:00,sp500
SWKS,SWKS.102825,84.44,74.04,14.046461372231214,1491953.105263158,555347.0,113149723.50315791,2.706206984799011,3.568310897678021,,2025-10-28 12:50:39.586111+00:00,37.22281873611873,3.568310897678021,100.0,95.74275353603254,100.0,0.0,50.36,3,2025-10-28 12:50:39.586111+00:00,sp500
UPS,UPS.102825,100.5,87.22,15.225865627149737,4632384.842105263,2174334.0,413301375.61263156,1.6639020400458713,1.8649428828131265,,2025-10-28 12:50:39.586111+00:00,46.9376805708534,1.8649428828131265,100.0,100.0,0.0,0.0,49.24,4,2025-10-28 12:50:39.586111+00:00,sp500
UNH,UNH.102825,382.7078,362.5,5.5745655172413855,4962953.421052632,1254477.0,1816341693.0368423,7.384943462968658,2.017854380831919,,2025-10-28 12:50:39.586111+00:00,25.276823970955746,2.017854380831919,100.0,100.0,100.0,0.0,45.62,5,2025-10-28 12:50:39.586111+00:00,sp500
NCLH,NCLH.102825,22.6,23.47,-3.7068598210481354,9157464.47368421,881388.0,215291989.7763158,0.6680259733816071,2.8414545869060275,,2025-10-28 12:50:39.586111+00:00,9.624803923977462,2.8414545869060275,100.0,99.08612710136457,100.0,0.0,39.47,6,2025-10-28 12:50:39.586111+00:00,sp500
GLW,GLW.102825,83.65,87.41,-4.301567326392851,4433725.052631579,463043.0,396242007.9536843,2.28938726806369,2.5616954996796353,,2025-10-28 12:50:39.586111+00:00,10.443656169549055,2.5616954996796353,100.0,94.42703768504637,100.0,0.0,39.26,7,2025-10-28 12:50:39.586111+00:00,sp500
CCL,CCL.102825,28.1797,29.4,-4.150680272108837,11818495.263157895,580439.0,347700130.6421053,0.8772150605587016,2.9816963309269258,,2025-10-28 12:50:39.586111+00:00,4.911276664884892,2.9816963309269258,100.0,96.06262222393465,100.0,0.0,37.32,8,2025-10-28 12:50:39.586111+00:00,sp500
QCOM,QCOM.102825,185.45,168.94,9.772700366994194,9402241.05263158,410368.0,1764612600.757895,8.591739587261262,4.577866361498968,,2025-10-28 12:50:39.586111+00:00,4.364576463237376,4.577866361498968,100.0,93.55290909949409,100.0,0.0,37.25,9,2025-10-28 12:50:39.586111+00:00,sp500
MU,MU.102825,215.85,219.02,-1.447356405807696,15510436.210526315,554778.0,3413847009.936842,10.191880453880696,4.630568129886732,,2025-10-28 12:50:39.586111+00:00,3.576804626703498,4.630568129886732,100.0,95.73533355670155,100.0,0.0,37.16,10,2025-10-28 12:50:39.586111+00:00,sp500
TSLA,TSLA.102825,455.56,433.72,5.035506778566811,57954708.684210524,1258277.0,26219869302.910526,20.38701728379443,4.506214863134793,,2025-10-28 12:50:39.586111+00:00,2.1711385124135933,4.506214863134793,100.0,100.0,100.0,0.0,37.0,11,2025-10-28 12:50:39.586111+00:00,sp500
NVDA,NVDA.102825,192.88,186.26,3.5541715881026543,115227902.10526316,3038054.0,22064990974.136845,5.042154018319079,2.6331160991796323,,2025-10-28 12:50:39.586111+00:00,2.6365610624626945,2.6331160991796323,100.0,100.0,100.0,0.0,36.71,12,2025-10-28 12:50:39.586111+00:00,sp500
AMD,AMD.102825,258.39,252.92,2.1627392060730664,48456346.684210524,544728.0,12582659543.488947,11.575217749614438,4.457664631884483,,2025-10-28 12:50:39.586111+00:00,1.1241623384238733,4.457664631884483,100.0,95.60300827721662,100.0,0.0,36.12,13,2025-10-28 12:50:39.586111+00:00,sp500
PLTR,PLTR.102825,190.6,184.63,3.2334940150571407,28947479.684210528,474758.0,5476284206.658948,6.877264678282555,3.635302187484171,,2025-10-28 12:50:39.586111+00:00,1.640066787088749,3.635302187484171,100.0,94.60788677336275,100.0,0.0,36.03,14,2025-10-28 12:50:39.586111+00:00,sp500
AMZN,AMZN.102825,228.49,224.21,1.9089246688372512,30460175.57894737,598924.0,6913546051.153685,4.787372742601905,2.1092535324500616,,2025-10-28 12:50:39.586111+00:00,1.9662526187601754,2.1092535324500616,100.0,96.28954069242434,100.0,0.0,35.94,15,2025-10-28 12:50:39.586111+00:00,sp500
GOOGL,GOOGL.102825,270.41,259.92,4.0358571868267195,20070442.842105262,339691.0,5404368144.093683,7.197188293956009,2.6728518936220182,,2025-10-28 12:50:39.586111+00:00,1.692493796337025,2.6728518936220182,100.0,92.18475531719075,100.0,0.0,35.56,16,2025-10-28 12:50:39.586111+00:00,sp500
INTC,INTC.102825,39.74,38.28,3.814002089864161,82402681.26315789,1224780.0,3258202017.1452627,2.3667327745034523,5.985667108000638,,2025-10-28 12:50:39.586111+00:00,1.4863351303928958,5.985667108000638,100.0,100.0,0.0,0.0,32.09,17,2025-10-28 12:50:39.586111+00:00,sp500
