ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
NFLX,NFLX.112125,104.87,110.0,-4.66363636363636,14323666.166666666,330675.0,1513581803.8316667,64.94455148002135,61.459781849173226,,2025-11-21 13:45:52.827937+00:00,2.308591921595678,61.459781849173226,100.0,91.9900445928918,0.0,0.0,45.49,1,2025-11-21 13:45:52.827937+00:00,sp500
GOOGL,GOOGL.112125,296.52,292.81,1.2670332297394145,29441684.277777776,1443481.0,8521895514.202777,11.639170289142214,4.021133283517781,,2025-11-21 13:45:52.827937+00:00,4.9028479022496745,4.021133283517781,100.0,100.0,100.0,0.0,37.97,2,2025-11-21 13:45:52.827937+00:00,sp500
GOOG,GOOG.112125,297.14,292.99,1.416430594900842,18441147.666666668,929309.0,5347564000.380001,11.526318637847243,3.9748667624826686,,2025-11-21 13:45:52.827937+00:00,5.0393230226108665,3.9748667624826686,100.0,99.46934350792567,100.0,0.0,37.96,3,2025-11-21 13:45:52.827937+00:00,sp500
AMZN,AMZN.112125,218.8,222.69,-1.7468229377161015,37849635.61111111,589376.0,8218669876.596666,6.983699889111772,3.2162198991948845,,2025-11-21 13:45:52.827937+00:00,1.557151054386857,3.2162198991948845,100.0,96.17321973041265,100.0,0.0,36.04,4,2025-11-21 13:45:52.827937+00:00,sp500
AAPL,AAPL.112125,266.15,268.56,-0.8973786118558329,36234559.777777776,417522.0,9647451540.833332,6.279199113799584,2.358384643680595,,2025-11-21 13:45:52.827937+00:00,1.1522756245987602,2.358384643680595,100.0,93.67800673942698,100.0,0.0,35.42,5,2025-11-21 13:45:52.827937+00:00,sp500
NVDA,NVDA.112125,182.199,186.52,-2.316641647008362,162816621.8888889,11449708.0,29411194578.00889,9.151018355352242,5.065887043485519,,2025-11-21 13:45:52.827937+00:00,7.032272176616977,5.065887043485519,100.0,100.0,0.0,0.0,34.08,6,2025-11-21 13:45:52.827937+00:00,sp500
MU,MU.112125,203.91,225.92,-9.742386685552404,23289973.111111112,823679.0,4689901885.384445,19.31056208118684,9.589592333111606,,2025-11-21 13:45:52.827937+00:00,3.5366249504472016,9.589592333111606,100.0,98.5959753481379,0.0,0.0,33.67,7,2025-11-21 13:45:52.827937+00:00,sp500
AMD,AMD.112125,208.52,223.55,-6.723328114515768,44716262.61111111,1375174.0,9212444423.141111,16.99935877521312,8.251314811772216,,2025-11-21 13:45:52.827937+00:00,3.0753330437286954,8.251314811772216,100.0,100.0,0.0,0.0,33.29,8,2025-11-21 13:45:52.827937+00:00,sp500
PLTR,PLTR.112125,157.01,165.42,-5.084028533430055,54294931.05555555,1629622.0,8456164037.247499,11.158878899707618,7.164839256289202,,2025-11-21 13:45:52.827937+00:00,3.001425673296355,7.164839256289202,100.0,100.0,0.0,0.0,32.99,9,2025-11-21 13:45:52.827937+00:00,sp500
SMCI,SMCI.112125,32.21,33.73,-4.506374147643037,25720271.0,582100.0,811731752.76,2.831776549000965,8.972676010776189,,2025-11-21 13:45:52.827937+00:00,2.263195438337333,8.972676010776189,100.0,96.08330575610827,0.0,0.0,32.76,10,2025-11-21 13:45:52.827937+00:00,sp500
TSLA,TSLA.112125,401.3462,403.99,-0.6544221391618601,69964440.66666667,2041749.0,27652045884.68667,23.55610834064938,5.960101293082352,,2025-11-21 13:45:52.827937+00:00,2.91826673742388,5.960101293082352,100.0,100.0,0.0,0.0,32.66,11,2025-11-21 13:45:52.827937+00:00,sp500
INTC,INTC.112125,33.79,35.11,-3.75961264596981,58964624.0,1276609.0,1982390658.8799999,1.7175611347452802,5.108748169974064,,2025-11-21 13:45:52.827937+00:00,2.16504221242893,5.108748169974064,100.0,100.0,0.0,0.0,32.14,12,2025-11-21 13:45:52.827937+00:00,sp500
ORCL,ORCL.112125,209.27,225.53,-7.209683855806319,16730270.833333334,401232.0,3524900761.875,12.981572103658914,6.161456217029244,,2025-11-21 13:45:52.827937+00:00,2.3982397176774137,6.161456217029244,100.0,93.3899440834617,0.0,0.0,31.84,13,2025-11-21 13:45:52.827937+00:00,sp500
AVGO,AVGO.112125,349.36,354.42,-1.427684667908132,15196807.277777778,345054.0,5270556700.078889,17.447150142115635,5.030606695725632,,2025-11-21 13:45:52.827937+00:00,2.270569032645238,5.030606695725632,100.0,92.2981387484548,0.0,0.0,31.4,14,2025-11-21 13:45:52.827937+00:00,sp500
