ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
EA,EA.092925,203.96,168.32,21.173954372623584,2922984.411764706,1542116.0,565159036.0147059,7.253228621483466,3.751346584682423,,2025-09-29 12:55:56.282553+00:00,52.758269725734586,3.751346584682423,100.0,100.0,100.0,0.0,57.04,1,2025-09-29 12:55:56.282553+00:00,sp500
K,K.092925,81.64,77.07,5.929674322044905,2465304.470588235,852472.0,192145830.43764704,0.6921686480314325,0.888078840173765,,2025-09-29 12:55:56.282553+00:00,34.57877151362953,0.888078840173765,100.0,98.84467721109114,0.0,0.0,43.94,2,2025-09-29 12:55:56.282553+00:00,sp500
CCL,CCL.092925,31.23,30.48,2.460629921259842,15767706.705882354,757015.0,482807179.3341177,0.919570195083212,3.003168501251509,,2025-09-29 12:55:56.282553+00:00,4.801046938027998,3.003168501251509,100.0,97.9850843113129,100.0,0.0,37.47,3,2025-09-29 12:55:56.282553+00:00,sp500
MU,MU.092925,159.5,156.83,1.702480392781985,24377856.647058822,791915.0,3833905514.8829412,5.758109066058372,3.6612889082840794,,2025-09-29 12:55:56.282553+00:00,3.248501340644089,3.6612889082840794,100.0,98.31131862684506,100.0,0.0,37.05,4,2025-09-29 12:55:56.282553+00:00,sp500
TSLA,TSLA.092925,447.1,423.39,5.600037790217066,80817774.52941176,1991156.0,35592147902.75294,17.302313147055507,3.9287722858890803,,2025-09-29 12:55:56.282553+00:00,2.463759997839788,3.9287722858890803,100.0,100.0,100.0,0.0,36.97,5,2025-09-29 12:55:56.282553+00:00,sp500
NVDA,NVDA.092925,180.05,177.69,1.3281557769148593,139848944.7647059,3350075.0,24919683467.622944,5.12114519745664,2.873980132137965,,2025-09-29 12:55:56.282553+00:00,2.3954953722650245,2.873980132137965,100.0,100.0,100.0,0.0,36.68,6,2025-09-29 12:55:56.282553+00:00,sp500
PLTR,PLTR.092925,179.5318,179.12,0.22990174184903947,44596026.88235294,503178.0,7918916493.499412,7.0824127188332895,3.9885187356159766,,2025-09-29 12:55:56.282553+00:00,1.128302306677262,3.9885187356159766,100.0,95.02870846144589,100.0,0.0,35.95,7,2025-09-29 12:55:56.282553+00:00,sp500
AMZN,AMZN.092925,221.65,218.15,1.6044006417602568,38075474.5882353,387809.0,8368227805.002354,5.024062853838126,2.285950884447232,,2025-09-29 12:55:56.282553+00:00,1.0185270287342043,2.285950884447232,100.0,93.14365005879488,100.0,0.0,35.29,8,2025-09-29 12:55:56.282553+00:00,sp500
AAPL,AAPL.092925,255.18,256.87,-0.6579203488145746,50556928.23529412,337774.0,12915272886.988235,5.5373124523446045,2.16758492615071,,2025-09-29 12:55:56.282553+00:00,0.6681062552455428,2.16758492615071,100.0,92.14379171090116,100.0,0.0,35.02,9,2025-09-29 12:55:56.282553+00:00,sp500
INTC,INTC.092925,34.5897,33.99,1.7643424536628378,124246270.29411764,5431909.0,4410742595.441176,1.8646007035893566,5.252396348139032,,2025-09-29 12:55:56.282553+00:00,4.371888980764979,5.252396348139032,100.0,100.0,0.0,0.0,33.06,10,2025-09-29 12:55:56.282553+00:00,sp500
