ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
TSLA,TSLA.101725,424.5,435.15,-2.447431920027572,70188892.66666667,1527362.0,30093487730.833336,21.257166007739276,4.957939593641814,,2025-10-17 11:36:05.640759+00:00,2.1760736520713877,4.957939593641814,100.0,100.0,100.0,0.0,37.11,1,2025-10-17 11:36:05.640759+00:00,sp500
NVDA,NVDA.101725,179.45,179.83,-0.21131068231108482,139516477.6111111,3441568.0,25365490794.47611,7.199149887622317,3.9597106251704073,,2025-10-17 11:36:05.640759+00:00,2.4667824610602933,3.9597106251704073,100.0,100.0,100.0,0.0,36.98,2,2025-10-17 11:36:05.640759+00:00,sp500
ORCL,ORCL.101725,305.1,303.62,0.48745141953758586,17130482.944444444,432633.0,5361841161.611111,14.180108524870489,4.530386110182265,,2025-10-17 11:36:05.640759+00:00,2.5255154884019566,4.530386110182265,100.0,93.93534411564727,100.0,0.0,36.54,3,2025-10-17 11:36:05.640759+00:00,sp500
GOOG,GOOG.101725,250.53,251.71,-0.4687934527829672,14639488.388888888,362625.0,3687394335.393333,6.732635752999541,2.672953689455114,,2025-10-17 11:36:05.640759+00:00,2.477033283999364,2.672953689455114,100.0,92.65764899083054,100.0,0.0,35.92,4,2025-10-17 11:36:05.640759+00:00,sp500
AMZN,AMZN.101725,213.75,215.57,-0.844273321890798,35202081.166666664,384393.0,7549790347.815,6.577586789361578,3.066902965152039,,2025-10-17 11:36:05.640759+00:00,1.0919610070213321,3.066902965152039,100.0,93.07961000255939,100.0,0.0,35.51,5,2025-10-17 11:36:05.640759+00:00,sp500
GOOGL,GOOGL.101725,249.91,251.03,-0.446161813329086,21732673.0,303165.0,5464897952.58,6.759581763880613,2.6881340029748717,,2025-10-17 11:36:05.640759+00:00,1.394973365678488,2.6881340029748717,100.0,91.36134156101147,100.0,0.0,35.37,6,2025-10-17 11:36:05.640759+00:00,sp500
AMD,AMD.101725,231.37,238.6,-3.0301760268231304,69868551.1111111,1053171.0,16388367348.622221,14.771378107601432,6.297483845328032,,2025-10-17 11:36:05.640759+00:00,1.507360583913004,6.297483845328032,100.0,100.0,0.0,0.0,32.18,7,2025-10-17 11:36:05.640759+00:00,sp500
INTC,INTC.101725,36.14,37.15,-2.718707940780614,95483376.0,1761192.0,3517607571.84,2.05513574040466,5.578544355061509,,2025-10-17 11:36:05.640759+00:00,1.844501183116944,5.578544355061509,100.0,100.0,0.0,0.0,32.13,8,2025-10-17 11:36:05.640759+00:00,sp500
PLTR,PLTR.101725,175.67,179.62,-2.1990869613628865,38396654.88888889,679305.0,6839212168.808889,9.281562303685728,5.2108479135895625,,2025-10-17 11:36:05.640759+00:00,1.7691775545701907,5.2108479135895625,100.0,97.2010908422117,0.0,0.0,31.73,9,2025-10-17 11:36:05.640759+00:00,sp500
MU,MU.101725,199.56,191.94,3.9699906220693992,20957582.611111112,468870.0,4244539206.2283335,10.140908535812123,5.007114272360699,,2025-10-17 11:36:05.640759+00:00,2.2372332186414408,5.007114272360699,100.0,94.51755620252324,0.0,0.0,31.6,10,2025-10-17 11:36:05.640759+00:00,sp500
