ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
NVDA,NVDA.101325,188.27,192.57,-2.232954250402442,131866073.64705883,4005636.0,24152590049.195293,6.116591439053746,3.3394799295991184,,2025-10-13 11:53:37.119594+00:00,3.0376547122508053,3.3394799295991184,100.0,100.0,100.0,0.0,37.05,1,2025-10-13 11:53:37.119594+00:00,sp500
PYPL,PYPL.101325,70.46,75.75,-6.983498349834992,13284255.647058824,376821.0,927772414.3905883,3.006165334183468,4.304360444134405,,2025-10-13 11:53:37.119594+00:00,2.8365985269444085,4.304360444134405,100.0,92.93560417128536,100.0,0.0,36.5,2,2025-10-13 11:53:37.119594+00:00,sp500
AMZN,AMZN.101325,219.15,227.74,-3.771845086502153,35601390.0,474671.0,7703072754.3,5.7995442179567505,2.6803827785537506,,2025-10-13 11:53:37.119594+00:00,1.3332934472502338,2.6803827785537506,100.0,94.60656023778401,100.0,0.0,35.66,3,2025-10-13 11:53:37.119594+00:00,sp500
PFE,PFE.101325,24.71,25.24,-2.0998415213946022,52738090.823529415,334745.0,1306849890.607059,0.7083746744883446,2.8586548607277824,,2025-10-13 11:53:37.119594+00:00,0.6347309786395443,2.8586548607277824,100.0,92.07858993624237,100.0,0.0,35.18,4,2025-10-13 11:53:37.119594+00:00,sp500
AAPL,AAPL.101325,249.03,254.04,-1.9721303731695763,33844216.52941176,328674.0,8300970988.168823,5.118601124258111,2.086925072066747,,2025-10-13 11:53:37.119594+00:00,0.9711378595937397,2.086925072066747,100.0,91.94611119342213,100.0,0.0,35.1,5,2025-10-13 11:53:37.119594+00:00,sp500
MU,MU.101325,190.3,192.33,-1.0554775646025065,23171282.470588237,919693.0,4207904896.6588235,9.42502752207876,5.189993128897996,,2025-10-13 11:53:37.119594+00:00,3.9691070236072794,5.189993128897996,100.0,99.39405588660648,0.0,0.0,32.82,6,2025-10-13 11:53:37.119594+00:00,sp500
AMD,AMD.101325,222.2,232.89,-4.590149856155266,61805715.23529412,1230462.0,13282048204.064707,15.579476581415713,7.249640103031975,,2025-10-13 11:53:37.119594+00:00,1.9908547216315446,7.249640103031975,100.0,100.0,0.0,0.0,32.61,7,2025-10-13 11:53:37.119594+00:00,sp500
INTC,INTC.101325,36.58,37.8,-3.227513227513225,120171898.1764706,2501223.0,4370651936.678235,2.0729290196005805,5.699557381359859,,2025-10-13 11:53:37.119594+00:00,2.081370967717421,5.699557381359859,100.0,100.0,0.0,0.0,32.26,8,2025-10-13 11:53:37.119594+00:00,sp500
TSLA,TSLA.101325,422.1,435.54,-3.0858244937319186,73761054.52941176,1665998.0,30499458437.36647,22.132075842193775,5.3525057056262,,2025-10-13 11:53:37.119594+00:00,2.258641786819484,5.3525057056262,100.0,100.0,0.0,0.0,32.24,9,2025-10-13 11:53:37.119594+00:00,sp500
PLTR,PLTR.101325,179.0,185.47,-3.4884347872971366,40134090.176470585,699205.0,7041124780.559999,9.087307677165443,5.179723938192797,,2025-10-13 11:53:37.119594+00:00,1.742172295237237,5.179723938192797,100.0,97.4100857732278,0.0,0.0,31.73,10,2025-10-13 11:53:37.119594+00:00,sp500
SMCI,SMCI.101325,54.44,57.98,-6.105553639185925,25936127.70588235,338160.0,1370983710.532941,3.217105008122929,6.086085902616211,,2025-10-13 11:53:37.119594+00:00,1.3038183796546654,6.086085902616211,100.0,92.15205865176723,0.0,0.0,31.26,11,2025-10-13 11:53:37.119594+00:00,sp500
