ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
TSLA,TSLA.091625,414.4,395.94,4.662322574127388,58039840.526315786,2110886.0,23798656209.410526,19.61348174887505,4.783309371982013,,2025-09-16 12:19:03.389556+00:00,3.6369603721479993,4.783309371982013,100.0,100.0,100.0,0.0,37.65,1,2025-09-16 12:19:03.389556+00:00,sp500
NVDA,NVDA.091625,177.4,177.82,-0.23619390394780537,118844652.94736843,1223195.0,21124637061.394737,4.364698829926223,2.455526767890983,,2025-09-16 12:19:03.389556+00:00,1.0292385645164066,2.455526767890983,100.0,100.0,100.0,0.0,36.03,2,2025-09-16 12:19:03.389556+00:00,sp500
INTC,INTC.091625,24.8998,24.08,3.4044850498338906,36385071.84210526,461087.0,901258229.5289474,0.6764242755510277,2.7308206522043914,,2025-09-16 12:19:03.389556+00:00,1.2672422415459528,2.7308206522043914,100.0,94.39639699464219,100.0,0.0,35.63,3,2025-09-16 12:19:03.389556+00:00,sp500
GOOGL,GOOGL.091625,253.5,240.8,5.274086378737537,28559549.210526317,444750.0,7185868176.860527,5.992974879311356,2.3818508323641177,,2025-09-16 12:19:03.389556+00:00,1.5572724790630679,2.3818508323641177,100.0,94.13528222076852,100.0,0.0,35.63,4,2025-09-16 12:19:03.389556+00:00,sp500
ORCL,ORCL.091625,315.88,292.18,8.111438154562252,22301781.210526317,1960237.0,6738260174.9484215,19.499043927919157,6.45364530612271,,2025-09-16 12:19:03.389556+00:00,8.78959838003782,6.45364530612271,100.0,100.0,0.0,0.0,35.13,5,2025-09-16 12:19:03.389556+00:00,sp500
AAPL,AAPL.091625,236.9,234.07,1.2090400307600344,33573840.89473684,1065160.0,7946928139.78421,4.69211350221694,1.9823039722082554,,2025-09-16 12:19:03.389556+00:00,3.1725890503251253,1.9823039722082554,100.0,100.0,0.0,0.0,31.76,6,2025-09-16 12:19:03.389556+00:00,sp500
