ticker,ticker_id,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
MS,MS.101525,161.89,155.13,4.357635531489713,3605628.1578947366,514545.0,560098278.0473684,4.100395270654271,2.6396261559509924,,2025-10-15 12:42:11.718275+00:00,14.270606326206245,2.6396261559509924,100.0,95.19040344021076,100.0,0.0,40.89,1,2025-10-15 12:42:11.718275+00:00,sp500
BAC,BAC.101525,52.0599,48.86,6.549119934506753,18567674.05263158,1815256.0,930054793.2963159,1.145296120990761,2.286476584130088,,2025-10-15 12:42:11.718275+00:00,9.776431850615804,2.286476584130088,100.0,100.0,100.0,0.0,39.48,2,2025-10-15 12:42:11.718275+00:00,sp500
NVDA,NVDA.101525,184.6,188.32,-1.9753610875106198,119247186.21052632,4294407.0,21468070933.481052,7.94614781627656,4.413790932775959,,2025-10-15 12:42:11.718275+00:00,3.601264848646734,4.413790932775959,100.0,100.0,100.0,0.0,37.54,3,2025-10-15 12:42:11.718275+00:00,sp500
PFE,PFE.101525,24.54,24.73,-0.7682976142337294,46724925.05263158,503197.0,1145695162.2905264,0.6264642419860876,2.554911264217323,,2025-10-15 12:42:11.718275+00:00,1.0769348467294322,2.554911264217323,100.0,95.02898177171818,100.0,0.0,35.57,4,2025-10-15 12:42:11.718275+00:00,sp500
AMD,AMD.101525,223.8499,216.42,3.433093059791149,58407550.10526316,829580.0,12738102602.456842,14.895376556304049,6.8299218470833365,,2025-10-15 12:42:11.718275+00:00,1.4203300746306184,6.8299218470833365,100.0,98.64764661321149,0.0,0.0,32.14,5,2025-10-15 12:42:11.718275+00:00,sp500
INTC,INTC.101525,36.25,37.22,-2.6061257388500776,94983341.78947368,982646.0,3384256467.9589477,2.221597246778159,6.235187333084925,,2025-10-15 12:42:11.718275+00:00,1.0345456176705077,6.235187333084925,100.0,99.87329220996669,0.0,0.0,31.96,6,2025-10-15 12:42:11.718275+00:00,sp500
TSLA,TSLA.101525,434.3,435.9,-0.3670566643725547,64014744.94736842,796797.0,27477689121.20842,23.724494176235947,5.527093042641866,,2025-10-15 12:42:11.718275+00:00,1.2447085443441348,5.527093042641866,100.0,98.35580392196138,0.0,0.0,31.72,7,2025-10-15 12:42:11.718275+00:00,sp500
PLTR,PLTR.101525,181.66,177.21,2.511144969245521,34482766.421052635,327015.0,6197932436.52,9.67993428989056,5.38552035712171,,2025-10-15 12:42:11.718275+00:00,0.9483432854747662,5.38552035712171,100.0,91.90948336705559,0.0,0.0,30.92,8,2025-10-15 12:42:11.718275+00:00,sp500
