================================================================================
EPOCH BACKTEST WORKSHEET REPORT
Generated for Claude AI Review
================================================================================
Report Generated: 2026-01-14 13:16:25
Workbook: epoch_v1.xlsm
Worksheet: backtest

PURPOSE: This report contains raw data and summary statistics from
the backtest worksheet for validation and analysis by Claude AI.
================================================================================

SUMMARY STATISTICS
----------------------------------------
Total Trades:    287
Wins:            82
Losses:          205
Win Rate:        28.6%
Total P&L:       -54.41R
Average R:       -0.19R
Profit Factor:   0.77
Gross Profit:    +181.84R
Gross Loss:      +236.24R

BY MODEL:
  EPCH4: 40 trades, 57% WR, +40.56R
  EPCH3: 3 trades, 0% WR, -3.00R
  EPCH2: 229 trades, 25% WR, -81.48R
  EPCH1: 15 trades, 13% WR, -10.48R

BY EXIT REASON:
  STOP: 147 trades, -147.00R
  TARGET_3R: 44 trades, +132.00R
  EOD: 91 trades, -56.74R
  TARGET_CALC: 5 trades, +17.33R

BY DIRECTION:
  SHORT: 145 trades, 24% WR, -50.15R
  LONG: 142 trades, 33% WR, -4.25R

RAW DATA
----------------------------------------
|trade_id|date|ticker|model|zone_type|direction|zone_high|zone_low|entry_price|entry_time|stop_price|target_3r|target_calc|target_used|exit_price|exit_time|exit_reason|pnl_dollars|pnl_r|risk|win|
|GOOG_011426_EPCH2_1001|2026-01-14 00:00:00|GOOG|EPCH2|PRIMARY|LONG|331.4200|329.6800|331.6000|0.4179|329.5840|337.6480|338.3800|338.3800|335.9400|0.6597|EOD|4.3400|2.1528|2.0160|1.0000|
|GOOG_011426_EPCH4_1001|2026-01-14 00:00:00|GOOG|EPCH4|SECONDARY|LONG|331.4200|329.6800|331.6000|0.4179|329.5840|337.6480|316.2600|337.6480|335.9400|0.6597|EOD|4.3400|2.1528|2.0160|1.0000|
|MU_011426_EPCH2_0930|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.9200|0.3962|339.3980|329.4860|348.4000|329.4860|329.4860|0.6250|TARGET_3R|7.4340|3.0000|2.4780|1.0000|
|MU_011426_EPCH2_0934|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.6601|0.3986|339.4110|328.4074|348.4000|328.4074|328.4074|0.6250|TARGET_3R|8.2527|3.0000|2.7509|1.0000|
|MU_011426_EPCH2_0934|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.9800|0.3990|339.3950|329.7350|348.4000|329.7350|329.7350|0.6250|TARGET_3R|7.2450|3.0000|2.4150|1.0000|
|MU_011426_EPCH2_0951|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.6850|0.4108|339.4097|328.5108|348.4000|328.5108|328.5108|0.6250|TARGET_3R|8.1742|3.0000|2.7247|1.0000|
|MU_011426_EPCH2_0952|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.7750|0.4115|339.4052|328.8843|348.4000|328.8843|328.8843|0.6250|TARGET_3R|7.8907|3.0000|2.6302|1.0000|
|MU_011426_EPCH2_0953|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.8400|0.4123|339.4020|329.1540|348.4000|329.1540|329.1540|0.6250|TARGET_3R|7.6860|3.0000|2.5620|1.0000|
|MU_011426_EPCH2_0958|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.8650|0.4155|339.4007|329.2578|348.4000|329.2578|329.2578|0.6250|TARGET_3R|7.6072|3.0000|2.5357|1.0000|
|MU_011426_EPCH2_0958|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.6600|0.4156|339.4110|328.4070|348.4000|328.4070|328.4070|0.6250|TARGET_3R|8.2530|3.0000|2.7510|1.0000|
|MU_011426_EPCH2_0959|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.9200|0.4160|339.3980|329.4860|348.4000|329.4860|329.4860|0.6250|TARGET_3R|7.4340|3.0000|2.4780|1.0000|
|MU_011426_EPCH2_1015|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.6550|0.4271|339.4112|328.3862|348.4000|328.3862|328.3862|0.6250|TARGET_3R|8.2688|3.0000|2.7563|1.0000|
|MU_011426_EPCH2_1017|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.9000|0.4288|339.3990|329.4030|348.4000|329.4030|329.4030|0.6250|TARGET_3R|7.4970|3.0000|2.4990|1.0000|
|MU_011426_EPCH2_1017|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.9000|0.4290|339.3990|329.4030|348.4000|329.4030|329.4030|0.6250|TARGET_3R|7.4970|3.0000|2.4990|1.0000|
|MU_011426_EPCH2_1018|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.7460|0.4292|339.4067|328.7639|348.4000|328.7639|328.7639|0.6250|TARGET_3R|7.9821|3.0000|2.6607|1.0000|
|MU_011426_EPCH2_1018|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.9600|0.4295|339.3960|329.6520|348.4000|329.6520|329.6520|0.6250|TARGET_3R|7.3080|3.0000|2.4360|1.0000|
|MU_011426_EPCH2_1024|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.7672|0.4333|339.4056|328.8519|348.4000|328.8519|328.8519|0.6250|TARGET_3R|7.9153|3.0000|2.6384|1.0000|
|MU_011426_EPCH2_0930|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.5200|0.3964|339.4180|327.8260|348.4000|327.8260|333.0350|0.6597|EOD|3.4850|1.2026|2.8980|1.0000|
|MU_011426_EPCH2_0935|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.3700|0.3995|339.4255|327.2035|348.4000|327.2035|333.0350|0.6597|EOD|3.3350|1.0915|3.0555|1.0000|
|MU_011426_EPCH2_0954|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.3700|0.4128|339.4255|327.2035|348.4000|327.2035|333.0350|0.6597|EOD|3.3350|1.0915|3.0555|1.0000|
|MU_011426_EPCH2_0959|2026-01-14 00:00:00|MU|EPCH2|PRIMARY|SHORT|339.2800|337.0000|336.5001|0.4163|339.4190|327.7434|348.4000|327.7434|333.0350|0.6597|EOD|3.4651|1.1871|2.9189|1.0000|
|NVDA_011426_EPCH2_0933|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.4700|0.3979|181.4935|185.3995|177.6200|185.3995|181.4935|0.4132|STOP|-0.9765|-1.0000|0.9765|0.0000|
|NVDA_011426_EPCH2_0933|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3600|0.3983|181.4990|184.9430|177.6200|184.9430|181.4990|0.4132|STOP|-0.8610|-1.0000|0.8610|0.0000|
|NVDA_011426_EPCH2_0933|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.5365|0.3984|181.4902|185.6755|177.6200|185.6755|181.4902|0.4132|STOP|-1.0463|-1.0000|1.0463|0.0000|
|NVDA_011426_EPCH2_0939|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.4690|0.4024|181.4935|185.3953|177.6200|185.3953|181.4935|0.4132|STOP|-0.9754|-1.0000|0.9754|0.0000|
|NVDA_011426_EPCH2_0940|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.4800|0.4028|181.4930|185.4410|177.6200|185.4410|181.4930|0.4132|STOP|-0.9870|-1.0000|0.9870|0.0000|
|NVDA_011426_EPCH2_0941|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.4277|0.4036|181.4956|185.2240|177.6200|185.2240|181.4956|0.4132|STOP|-0.9321|-1.0000|0.9321|0.0000|
|NVDA_011426_EPCH2_0945|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.4408|0.4062|181.4950|185.2783|177.6200|185.2783|181.4950|0.4132|STOP|-0.9458|-1.0000|0.9458|0.0000|
|NVDA_011426_EPCH2_0946|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.5600|0.4073|181.4890|185.7730|177.6200|185.7730|181.4890|0.4132|STOP|-1.0710|-1.0000|1.0710|0.0000|
|NVDA_011426_EPCH2_0952|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3499|0.4116|181.4995|184.9011|177.6200|184.9011|181.4995|0.4132|STOP|-0.8504|-1.0000|0.8504|0.0000|
|NVDA_011426_EPCH1_0958|2026-01-14 00:00:00|NVDA|EPCH1|PRIMARY|SHORT|182.3400|181.5400|181.5200|0.4155|182.3810|178.9370|177.6200|177.6200|182.3810|0.4306|STOP|-0.8610|-1.0000|0.8610|0.0000|
|NVDA_011426_EPCH2_0958|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5258|0.4156|182.3807|178.9611|177.6200|177.6200|182.3807|0.4306|STOP|-0.8549|-1.0000|0.8549|0.0000|
|NVDA_011426_EPCH2_1000|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.3001|0.4168|182.3920|178.0244|177.6200|177.6200|182.3920|0.4306|STOP|-1.0919|-1.0000|1.0919|0.0000|
|NVDA_011426_EPCH2_1011|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4800|0.4248|182.3830|178.7710|177.6200|177.6200|182.3830|0.4306|STOP|-0.9030|-1.0000|0.9030|0.0000|
|NVDA_011426_EPCH1_1021|2026-01-14 00:00:00|NVDA|EPCH1|PRIMARY|LONG|182.3400|181.5400|182.3650|0.4314|181.4988|184.9638|177.6200|184.9638|181.4988|0.4479|STOP|-0.8663|-1.0000|0.8663|0.0000|
|NVDA_011426_EPCH2_1023|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3500|0.4326|181.4995|184.9015|177.6200|184.9015|181.4995|0.4479|STOP|-0.8505|-1.0000|0.8505|0.0000|
|NVDA_011426_EPCH2_1036|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3500|0.4420|181.4995|184.9015|177.6200|184.9015|181.4995|0.4479|STOP|-0.8505|-1.0000|0.8505|0.0000|
|NVDA_011426_EPCH2_1037|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.4200|0.4429|181.4960|185.1920|177.6200|185.1920|181.4960|0.4479|STOP|-0.9240|-1.0000|0.9240|0.0000|
|NVDA_011426_EPCH2_1038|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3650|0.4432|181.4988|184.9638|177.6200|184.9638|181.4988|0.4479|STOP|-0.8663|-1.0000|0.8663|0.0000|
|NVDA_011426_EPCH2_1038|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3599|0.4436|181.4990|184.9426|177.6200|184.9426|181.4990|0.4479|STOP|-0.8609|-1.0000|0.8609|0.0000|
|NVDA_011426_EPCH2_1039|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3499|0.4441|181.4995|184.9011|177.6200|184.9011|181.4995|0.4479|STOP|-0.8504|-1.0000|0.8504|0.0000|
|NVDA_011426_EPCH2_1039|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3500|0.4443|181.4995|184.9015|177.6200|184.9015|181.4995|0.4479|STOP|-0.8505|-1.0000|0.8505|0.0000|
|NVDA_011426_EPCH2_1040|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3850|0.4444|181.4977|185.0467|177.6200|185.0467|181.4977|0.4479|STOP|-0.8872|-1.0000|0.8872|0.0000|
|NVDA_011426_EPCH2_1042|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3700|0.4460|181.4985|184.9845|177.6200|184.9845|181.4985|0.4479|STOP|-0.8715|-1.0000|0.8715|0.0000|
|NVDA_011426_EPCH2_1042|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|LONG|182.3400|181.5400|182.3600|0.4462|181.4990|184.9430|177.6200|184.9430|181.4990|0.4479|STOP|-0.8610|-1.0000|0.8610|0.0000|
|NVDA_011426_EPCH1_1047|2026-01-14 00:00:00|NVDA|EPCH1|PRIMARY|SHORT|182.3400|181.5400|181.4966|0.4498|182.3822|178.8399|177.6200|177.6200|183.2800|0.6736|EOD|-1.7834|-2.0138|0.8856|0.0000|
|NVDA_011426_EPCH2_1048|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4900|0.4502|182.3825|178.8125|177.6200|177.6200|183.2800|0.6736|EOD|-1.7900|-2.0056|0.8925|0.0000|
|NVDA_011426_EPCH2_1048|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.3800|0.4503|182.3880|178.3560|177.6200|177.6200|183.2800|0.6736|EOD|-1.9000|-1.8849|1.0080|0.0000|
|NVDA_011426_EPCH2_1053|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5200|0.4540|182.3810|178.9370|177.6200|177.6200|183.2800|0.6736|EOD|-1.7600|-2.0441|0.8610|0.0000|
|NVDA_011426_EPCH2_1054|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5100|0.4543|182.3815|178.8955|177.6200|177.6200|183.2800|0.6736|EOD|-1.7700|-2.0310|0.8715|0.0000|
|NVDA_011426_EPCH2_1055|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5150|0.4549|182.3812|178.9162|177.6200|177.6200|183.2800|0.6736|EOD|-1.7650|-2.0375|0.8663|0.0000|
|NVDA_011426_EPCH2_1055|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5000|0.4550|182.3820|178.8540|177.6200|177.6200|183.2800|0.6736|EOD|-1.7800|-2.0181|0.8820|0.0000|
|NVDA_011426_EPCH2_1058|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4498|0.4569|182.3845|178.6457|177.6200|177.6200|183.2800|0.6736|EOD|-1.8302|-1.9580|0.9347|0.0000|
|NVDA_011426_EPCH2_1059|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5300|0.4582|182.3805|178.9785|177.6200|177.6200|183.2800|0.6736|EOD|-1.7500|-2.0576|0.8505|0.0000|
|NVDA_011426_EPCH2_1100|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5200|0.4585|182.3810|178.9370|177.6200|177.6200|183.2800|0.6736|EOD|-1.7600|-2.0441|0.8610|0.0000|
|NVDA_011426_EPCH2_1106|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5300|0.4627|182.3805|178.9785|177.6200|177.6200|183.2800|0.6736|EOD|-1.7500|-2.0576|0.8505|0.0000|
|NVDA_011426_EPCH2_1106|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4900|0.4628|182.3825|178.8125|177.6200|177.6200|183.2800|0.6736|EOD|-1.7900|-2.0056|0.8925|0.0000|
|NVDA_011426_EPCH2_1117|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4851|0.4701|182.3827|178.7922|177.6200|177.6200|183.2800|0.6736|EOD|-1.7949|-1.9996|0.8976|0.0000|
|NVDA_011426_EPCH2_1117|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4800|0.4705|182.3830|178.7710|177.6200|177.6200|183.2800|0.6736|EOD|-1.8000|-1.9934|0.9030|0.0000|
|NVDA_011426_EPCH2_1121|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5050|0.4734|182.3818|178.8747|177.6200|177.6200|183.2800|0.6736|EOD|-1.7750|-2.0245|0.8768|0.0000|
|NVDA_011426_EPCH2_1122|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4800|0.4736|182.3830|178.7710|177.6200|177.6200|183.2800|0.6736|EOD|-1.8000|-1.9934|0.9030|0.0000|
|NVDA_011426_EPCH2_1126|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4100|0.4766|182.3865|178.4805|177.6200|177.6200|183.2800|0.6736|EOD|-1.8700|-1.9150|0.9765|0.0000|
|NVDA_011426_EPCH2_1151|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5000|0.4938|182.3820|178.8540|177.6200|177.6200|183.2800|0.6736|EOD|-1.7800|-2.0181|0.8820|0.0000|
|NVDA_011426_EPCH2_1152|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5299|0.4946|182.3805|178.9781|177.6200|177.6200|183.2800|0.6736|EOD|-1.7501|-2.0575|0.8506|0.0000|
|NVDA_011426_EPCH2_1152|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5050|0.4948|182.3818|178.8747|177.6200|177.6200|183.2800|0.6736|EOD|-1.7750|-2.0245|0.8768|0.0000|
|NVDA_011426_EPCH2_1152|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4683|0.4950|182.3836|178.7224|177.6200|177.6200|183.2800|0.6736|EOD|-1.8117|-1.9794|0.9153|0.0000|
|NVDA_011426_EPCH2_1204|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4650|0.5030|182.3837|178.7088|177.6200|177.6200|183.2800|0.6736|EOD|-1.8150|-1.9755|0.9187|0.0000|
|NVDA_011426_EPCH2_1206|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5100|0.5047|182.3815|178.8955|177.6200|177.6200|183.2800|0.6736|EOD|-1.7700|-2.0310|0.8715|0.0000|
|NVDA_011426_EPCH2_1218|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5100|0.5125|182.3815|178.8955|177.6200|177.6200|183.2800|0.6736|EOD|-1.7700|-2.0310|0.8715|0.0000|
|NVDA_011426_EPCH2_1218|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5354|0.5127|182.3802|179.0009|177.6200|177.6200|183.2800|0.6736|EOD|-1.7446|-2.0650|0.8448|0.0000|
|NVDA_011426_EPCH2_1219|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5399|0.5132|182.3800|179.0196|177.6200|177.6200|183.2800|0.6736|EOD|-1.7401|-2.0713|0.8401|0.0000|
|NVDA_011426_EPCH2_1220|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5000|0.5139|182.3820|178.8540|177.6200|177.6200|183.2800|0.6736|EOD|-1.7800|-2.0181|0.8820|0.0000|
|NVDA_011426_EPCH2_1221|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5200|0.5148|182.3810|178.9370|177.6200|177.6200|183.2800|0.6736|EOD|-1.7600|-2.0441|0.8610|0.0000|
|NVDA_011426_EPCH2_1221|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5000|0.5151|182.3820|178.8540|177.6200|177.6200|183.2800|0.6736|EOD|-1.7800|-2.0181|0.8820|0.0000|
|NVDA_011426_EPCH2_1222|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.5250|0.5153|182.3808|178.9578|177.6200|177.6200|183.2800|0.6736|EOD|-1.7550|-2.0508|0.8558|0.0000|
|NVDA_011426_EPCH2_1459|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.2100|0.6243|182.3965|177.6505|177.6200|177.6200|183.2800|0.6736|EOD|-2.0700|-1.7446|1.1865|0.0000|
|NVDA_011426_EPCH2_1500|2026-01-14 00:00:00|NVDA|EPCH2|PRIMARY|SHORT|182.3400|181.5400|181.4300|0.6252|182.3855|178.5635|177.6200|177.6200|183.2800|0.6736|EOD|-1.8500|-1.9362|0.9555|0.0000|
|TSLA_011426_EPCH2_0942|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.3615|0.4043|436.6404|447.5247|430.1600|447.5247|436.6404|0.4479|STOP|-2.7211|-1.0000|2.7211|0.0000|
|TSLA_011426_EPCH2_0947|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.0615|0.4080|436.6554|446.2797|430.1600|446.2797|436.6554|0.4479|STOP|-2.4061|-1.0000|2.4061|0.0000|
|TSLA_011426_EPCH2_0948|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.0500|0.4089|436.6560|446.2320|430.1600|446.2320|436.6560|0.4479|STOP|-2.3940|-1.0000|2.3940|0.0000|
|TSLA_011426_EPCH2_0955|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.1900|0.4137|436.6490|446.8130|430.1600|446.8130|436.6490|0.4479|STOP|-2.5410|-1.0000|2.5410|0.0000|
|TSLA_011426_EPCH2_0958|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|438.9700|0.4156|436.6600|445.9000|430.1600|445.9000|436.6600|0.4479|STOP|-2.3100|-1.0000|2.3100|0.0000|
|TSLA_011426_EPCH2_0959|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|438.9600|0.4160|436.6605|445.8585|430.1600|445.8585|436.6605|0.4479|STOP|-2.2995|-1.0000|2.2995|0.0000|
|TSLA_011426_EPCH2_0959|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.1200|0.4161|436.6525|446.5225|430.1600|446.5225|436.6525|0.4479|STOP|-2.4675|-1.0000|2.4675|0.0000|
|TSLA_011426_EPCH2_1005|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.1486|0.4201|436.6511|446.6412|430.1600|446.6412|436.6511|0.4479|STOP|-2.4975|-1.0000|2.4975|0.0000|
|TSLA_011426_EPCH2_1039|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.1100|0.4439|436.6530|446.4810|430.1600|446.4810|436.6530|0.4479|STOP|-2.4570|-1.0000|2.4570|0.0000|
|TSLA_011426_EPCH2_1040|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|LONG|438.9300|436.7700|439.0800|0.4448|436.6545|446.3565|430.1600|446.3565|436.6545|0.4479|STOP|-2.4255|-1.0000|2.4255|0.0000|
|TSLA_011426_EPCH1_1046|2026-01-14 00:00:00|TSLA|EPCH1|PRIMARY|SHORT|438.9300|436.7700|436.6700|0.4488|439.0430|429.5510|430.1600|429.5510|439.0430|0.4722|STOP|-2.3730|-1.0000|2.3730|0.0000|
|TSLA_011426_EPCH2_1047|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.5878|0.4497|439.0471|429.2099|430.1600|429.2099|439.0471|0.4722|STOP|-2.4593|-1.0000|2.4593|0.0000|
|TSLA_011426_EPCH2_1047|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7150|0.4498|439.0408|429.7377|430.1600|429.7377|439.0408|0.4722|STOP|-2.3258|-1.0000|2.3258|0.0000|
|TSLA_011426_EPCH2_1051|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.5400|0.4526|439.0495|429.0115|430.1600|429.0115|439.0495|0.4722|STOP|-2.5095|-1.0000|2.5095|0.0000|
|TSLA_011426_EPCH2_1053|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7500|0.4538|439.0390|429.8830|430.1600|429.8830|439.0390|0.4722|STOP|-2.2890|-1.0000|2.2890|0.0000|
|TSLA_011426_EPCH2_1054|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7699|0.4545|439.0380|429.9656|430.1600|429.9656|439.0380|0.4722|STOP|-2.2681|-1.0000|2.2681|0.0000|
|TSLA_011426_EPCH2_1102|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7301|0.4602|439.0400|429.8004|430.1600|429.8004|439.0400|0.4722|STOP|-2.3099|-1.0000|2.3099|0.0000|
|TSLA_011426_EPCH2_1113|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7560|0.4674|439.0387|429.9079|430.1600|429.9079|439.0387|0.4722|STOP|-2.2827|-1.0000|2.2827|0.0000|
|TSLA_011426_EPCH2_1118|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.5300|0.4712|439.0500|428.9700|430.1600|428.9700|439.0500|0.4722|STOP|-2.5200|-1.0000|2.5200|0.0000|
|TSLA_011426_EPCH2_1119|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7050|0.4715|439.0412|429.6962|430.1600|429.6962|439.0412|0.4722|STOP|-2.3363|-1.0000|2.3363|0.0000|
|TSLA_011426_EPCH1_1123|2026-01-14 00:00:00|TSLA|EPCH1|PRIMARY|LONG|438.9300|436.7700|439.2600|0.4745|436.6455|447.1035|430.1600|447.1035|436.6455|0.4861|STOP|-2.6145|-1.0000|2.6145|0.0000|
|TSLA_011426_EPCH1_1142|2026-01-14 00:00:00|TSLA|EPCH1|PRIMARY|SHORT|438.9300|436.7700|436.7100|0.4878|439.0410|429.7170|430.1600|429.7170|438.9599|0.6771|EOD|-2.2499|-0.9652|2.3310|0.0000|
|TSLA_011426_EPCH2_1142|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.6800|0.4880|439.0425|429.5925|430.1600|429.5925|438.9599|0.6771|EOD|-2.2799|-0.9650|2.3625|0.0000|
|TSLA_011426_EPCH2_1143|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.6900|0.4882|439.0420|429.6340|430.1600|429.6340|438.9599|0.6771|EOD|-2.2699|-0.9651|2.3520|0.0000|
|TSLA_011426_EPCH2_1143|2026-01-14 00:00:00|TSLA|EPCH2|PRIMARY|SHORT|438.9300|436.7700|436.7435|0.4884|439.0393|429.8560|430.1600|429.8560|438.9599|0.6771|EOD|-2.2164|-0.9654|2.2958|0.0000|
