================================================================================
EPOCH BACKTEST WORKSHEET REPORT
Generated for Claude AI Review
================================================================================
Report Generated: 2025-12-30 16:29:32
Workbook: epoch_v1.xlsm
Worksheet: backtest

PURPOSE: This report contains raw data and summary statistics from
the backtest worksheet for validation and analysis by Claude AI.
================================================================================

SUMMARY STATISTICS
----------------------------------------
Total Trades:    235
Wins:            85
Losses:          150
Win Rate:        36.2%
Total P&L:       -67.13R
Average R:       -0.29R
Profit Factor:   0.51
Gross Profit:    +68.77R
Gross Loss:      +135.90R

BY MODEL:
  EPCH2: 130 trades, 57% WR, +13.32R
  EPCH3: 6 trades, 17% WR, -4.52R
  EPCH4: 97 trades, 10% WR, -73.93R
  EPCH1: 2 trades, 0% WR, -2.00R

BY EXIT REASON:
  EOD: 100 trades, +55.87R
  STOP: 132 trades, -132.00R
  TARGET_3R: 3 trades, +9.00R

BY DIRECTION:
  SHORT: 69 trades, 67% WR, +21.04R
  LONG: 166 trades, 23% WR, -88.16R

RAW DATA
----------------------------------------
|trade_id|date|ticker|model|zone_type|direction|zone_high|zone_low|entry_price|entry_time|stop_price|target_3r|target_calc|target_used|exit_price|exit_time|exit_reason|pnl_dollars|pnl_r|risk|win|
|AVGO_123025_EPCH2_1310|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3100|0.5488|352.7100|347.1100|360.0000|347.1100|349.7850|0.6597|EOD|1.5250|1.0893|1.4000|1.0000|
|AVGO_123025_EPCH2_1311|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3602|0.5495|352.7100|347.3108|360.0000|347.3108|349.7850|0.6597|EOD|1.5752|1.1670|1.3498|1.0000|
|AVGO_123025_EPCH2_1312|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3450|0.5502|352.7100|347.2500|360.0000|347.2500|349.7850|0.6597|EOD|1.5600|1.1429|1.3650|1.0000|
|AVGO_123025_EPCH2_1312|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3400|0.5503|352.7100|347.2300|360.0000|347.2300|349.7850|0.6597|EOD|1.5550|1.1350|1.3700|1.0000|
|AVGO_123025_EPCH2_1313|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3300|0.5509|352.7100|347.1900|360.0000|347.1900|349.7850|0.6597|EOD|1.5450|1.1196|1.3800|1.0000|
|AVGO_123025_EPCH2_1314|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3200|0.5514|352.7100|347.1500|360.0000|347.1500|349.7850|0.6597|EOD|1.5350|1.1043|1.3900|1.0000|
|AVGO_123025_EPCH2_1415|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3400|0.5943|352.7100|347.2300|360.0000|347.2300|349.7850|0.6597|EOD|1.5550|1.1350|1.3700|1.0000|
|AVGO_123025_EPCH2_1417|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3784|0.5955|352.7100|347.3836|360.0000|347.3836|349.7850|0.6597|EOD|1.5934|1.1966|1.3316|1.0000|
|AVGO_123025_EPCH2_1426|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3300|0.6017|352.7100|347.1900|360.0000|347.1900|349.7850|0.6597|EOD|1.5450|1.1196|1.3800|1.0000|
|AVGO_123025_EPCH2_1426|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3300|0.6019|352.7100|347.1900|360.0000|347.1900|349.7850|0.6597|EOD|1.5450|1.1196|1.3800|1.0000|
|AVGO_123025_EPCH2_1427|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3300|0.6026|352.7100|347.1900|360.0000|347.1900|349.7850|0.6597|EOD|1.5450|1.1196|1.3800|1.0000|
|AVGO_123025_EPCH2_1428|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3600|0.6028|352.7100|347.3100|360.0000|347.3100|349.7850|0.6597|EOD|1.5750|1.1667|1.3500|1.0000|
|AVGO_123025_EPCH2_1429|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3550|0.6035|352.7100|347.2900|360.0000|347.2900|349.7850|0.6597|EOD|1.5700|1.1587|1.3550|1.0000|
|AVGO_123025_EPCH2_1429|2025-12-30 00:00:00|AVGO|EPCH2|PRIMARY|SHORT|352.6600|351.3800|351.3500|0.6036|352.7100|347.2700|360.0000|347.2700|349.7850|0.6597|EOD|1.5650|1.1507|1.3600|1.0000|
|BAC_123025_EPCH2_1103|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.4604|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1209|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2077|0.5066|55.0500|55.6808|53.5400|55.6808|55.2750|0.6597|EOD|0.0673|0.4268|0.1577|1.0000|
|BAC_123025_EPCH2_1209|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5068|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1210|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5069|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1219|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2097|0.5135|55.0500|55.6888|53.5400|55.6888|55.2750|0.6597|EOD|0.0653|0.4089|0.1597|1.0000|
|BAC_123025_EPCH2_1221|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5151|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1222|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5153|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1222|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5155|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1249|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5345|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1250|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5349|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1313|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2150|0.5507|55.0500|55.7100|53.5400|55.7100|55.2750|0.6597|EOD|0.0600|0.3636|0.1650|1.0000|
|BAC_123025_EPCH2_1313|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5510|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1315|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2044|0.5523|55.0500|55.6676|53.5400|55.6676|55.2750|0.6597|EOD|0.0706|0.4573|0.1544|1.0000|
|BAC_123025_EPCH2_1315|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5526|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1325|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5590|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1326|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5601|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1329|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5618|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1340|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5700|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1341|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5701|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1342|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5712|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1345|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5729|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1345|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5733|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1349|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5759|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1351|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2084|0.5771|55.0500|55.6836|53.5400|55.6836|55.2750|0.6597|EOD|0.0666|0.4205|0.1584|1.0000|
|BAC_123025_EPCH2_1356|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5806|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1356|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2044|0.5811|55.0500|55.6676|53.5400|55.6676|55.2750|0.6597|EOD|0.0706|0.4573|0.1544|1.0000|
|BAC_123025_EPCH2_1357|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2056|0.5816|55.0500|55.6724|53.5400|55.6724|55.2750|0.6597|EOD|0.0694|0.4460|0.1556|1.0000|
|BAC_123025_EPCH2_1357|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2060|0.5818|55.0500|55.6740|53.5400|55.6740|55.2750|0.6597|EOD|0.0690|0.4423|0.1560|1.0000|
|BAC_123025_EPCH2_1358|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2027|0.5819|55.0500|55.6608|53.5400|55.6608|55.2750|0.6597|EOD|0.0723|0.4735|0.1527|1.0000|
|BAC_123025_EPCH2_1358|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2001|0.5821|55.0500|55.6504|53.5400|55.6504|55.2750|0.6597|EOD|0.0749|0.4990|0.1501|1.0000|
|BAC_123025_EPCH2_1359|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5828|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1359|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5830|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1400|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5833|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
|BAC_123025_EPCH2_1407|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2100|0.5884|55.0500|55.6900|53.5400|55.6900|55.2750|0.6597|EOD|0.0650|0.4062|0.1600|1.0000|
|BAC_123025_EPCH2_1420|2025-12-30 00:00:00|BAC|EPCH2|PRIMARY|LONG|55.2000|55.1000|55.2050|0.5976|55.0500|55.6700|53.5400|55.6700|55.2750|0.6597|EOD|0.0700|0.4516|0.1550|1.0000|
