Time,Symbol,Side,Price,Qty,Route,Account,Type,Cloid,
10:17:08,MU,B,399.21,4,SMRT,LIVEXIII,Margin,260217014962.0,
09:59:35,MU,SS,396.51,3,SMRT,LIVEXIII,Short,260217012760.0,
09:57:11,MU,B,400.69,2,SMRT,LIVEXIII,Margin,260217012372.0,
09:46:48,TSLA,B,410.05,1,SMRT,LIVEXIII,Margin,260217010323.0,
09:46:48,TSLA,B,410.04,2,SMRT,LIVEXIII,Margin,260217010323.0,
09:46:31,TSLA,B,409.5795,4,SMRT,LIVEXIII,Margin,260217010257.0,
09:42:46,TSLA,SS,411.315,7,SMRT,LIVEXIII,Short,260217009285.0,
09:40:54,MU,SS,407.68,3,SMRT,LIVEXIII,Short,260217008883.0,
