Time,Symbol,Side,Price,Qty,Route,Account,Type,Cloid,
09:35:48,HOOD,B,70.2,5,SMAT,TRIB13971,Margin,AUTO,
09:55:14,PLTR,SS,128.97,15,SMAT,TRIB13971,Short,AUTO,
10:01:18,PLTR,B,127.19,5,SMAT,TRIB13971,Margin,AUTO,
10:09:29,PLTR,B,127.36,10,SMAT,TRIB13971,Margin,AUTO,
09:30:27,HOOD,SS,70.31,15,SMAT,TRIB13971,Short,AUTO,
09:34:22,HOOD,B,69.6,5,SMAT,TRIB13971,Margin,AUTO,
09:36:13,HOOD,SS,69.79,10,SMAT,TRIB13971,Short,AUTO,
09:38:04,HOOD,B,69.96,15,SMAT,TRIB13971,Margin,AUTO,
